PVI,normalized_breakthrough,domain
1.1623665330661324,0.0,Polymer front
1.166374348697395,0.0,Polymer front
1.1703821643286574,0.0,Polymer front
1.17438997995992,0.0,Polymer front
1.1783977955911824,0.0,Polymer front
1.182405611222445,0.0,Polymer front
1.1864134268537074,0.0,Polymer front
1.19042124248497,0.0,Polymer front
1.1944290581162325,0.0,Polymer front
1.198436873747495,0.0,Polymer front
1.2024446893787577,0.0,Polymer front
1.20645250501002,0.0,Polymer front
1.2104603206412827,0.0,Polymer front
1.2144681362725451,0.0,Polymer front
1.2184759519038078,0.0,Polymer front
1.2224837675350702,0.0,Polymer front
1.2264915831663328,0.0,Polymer front
1.2304993987975952,0.0,Polymer front
1.2345072144288578,0.0,Polymer front
1.2385150300601204,0.0,Polymer front
1.2425228456913828,0.0,Polymer front
1.2465306613226455,0.0,Polymer front
1.2505384769539079,0.0,Polymer front
1.2545462925851705,0.0,Polymer front
1.2585541082164329,0.0,Polymer front
1.2625619238476955,0.0,Polymer front
1.2665697394789581,0.0,Polymer front
1.2705775551102205,0.0,Polymer front
1.2745853707414831,0.0,Polymer front
1.2785931863727455,0.0,Polymer front
1.2826010020040082,0.0,Polymer front
1.2866088176352706,0.0,Polymer front
1.2906166332665332,0.0,Polymer front
1.2946244488977956,0.0,Polymer front
1.2986322645290582,0.0,Polymer front
1.3026400801603208,0.0,Polymer front
1.3066478957915832,0.0,Polymer front
1.3106557114228459,0.0,Polymer front
1.3146635270541083,0.0,Polymer front
1.318671342685371,0.0,Polymer front
1.3226791583166333,0.0,Polymer front
1.326686973947896,0.0,Polymer front
1.3306947895791583,0.0,Polymer front
1.334702605210421,0.0,Polymer front
1.3387104208416836,0.0,Polymer front
1.342718236472946,0.0,Polymer front
1.3467260521042086,0.0,Polymer front
1.350733867735471,0.0,Polymer front
1.3547416833667336,0.0,Polymer front
1.358749498997996,0.0,Polymer front
1.3627573146292586,0.0,Polymer front
1.366765130260521,0.0,Polymer front
1.3707729458917837,0.0,Polymer front
1.3747807615230463,0.0,Polymer front
1.3787885771543087,0.0,Polymer front
1.3827963927855713,0.0,Polymer front
1.3868042084168337,0.0,Polymer front
1.3908120240480963,0.0,Polymer front
1.3948198396793587,0.0,Polymer front
1.3988276553106214,0.0,Polymer front
1.402835470941884,0.0,Polymer front
1.4068432865731464,0.0,Polymer front
1.410851102204409,0.0,Polymer front
1.4148589178356714,0.0,Polymer front
1.418866733466934,0.0,Polymer front
1.4228745490981964,0.0,Polymer front
1.426882364729459,0.0,Polymer front
1.4308901803607215,0.0,Polymer front
1.434897995991984,0.0,Polymer front
1.4389058116232467,0.0,Polymer front
1.4429136272545091,0.0,Polymer front
1.4469214428857717,0.0,Polymer front
1.4509292585170341,0.0,Polymer front
1.4549370741482968,0.0,Polymer front
1.4589448897795592,0.0,Polymer front
1.4629527054108218,0.0,Polymer front
1.4669605210420842,0.0,Polymer front
1.4709683366733468,0.0,Polymer front
1.4749761523046094,0.0,Polymer front
1.4789839679358718,0.0,Polymer front
1.4829917835671345,0.0,Polymer front
1.4869995991983969,0.0,Polymer front
1.4910074148296595,0.0,Polymer front
1.4950152304609219,0.0,Polymer front
1.4990230460921845,0.0,Polymer front
1.503030861723447,0.0,Polymer front
1.5070386773547095,0.0,Polymer front
1.5110464929859722,0.0,Polymer front
1.5150543086172346,0.0,Polymer front
1.5190621242484972,0.0,Polymer front
1.5230699398797596,0.0,Polymer front
1.5270777555110222,0.0,Polymer front
1.5310855711422846,0.0,Polymer front
1.5350933867735472,0.0,Polymer front
1.5391012024048096,0.0,Polymer front
1.5431090180360723,0.0,Polymer front
1.5471168336673349,0.0,Polymer front
1.5511246492985973,0.0,Polymer front
1.55513246492986,0.0,Polymer front
1.5591402805611223,0.0,Polymer front
1.563148096192385,0.0,Polymer front
1.5671559118236473,0.0,Polymer front
1.57116372745491,0.0,Polymer front
1.5751715430861726,0.0,Polymer front
1.579179358717435,0.0,Polymer front
1.5831871743486976,0.0,Polymer front
1.58719498997996,0.0,Polymer front
1.5912028056112226,0.0,Polymer front
1.595210621242485,0.0,Polymer front
1.5992184368737477,0.0,Polymer front
1.60322625250501,0.0,Polymer front
1.6072340681362727,0.0,Polymer front
1.6112418837675353,0.0,Polymer front
1.6152496993987977,0.0,Polymer front
1.6192575150300603,0.0,Polymer front
1.6232653306613227,0.0,Polymer front
1.6272731462925853,0.0,Polymer front
