Sw,fw,dfw_dSw,case
0.8248,0.980721559768551,0.2763524165409308,waterflood
0.8251999999999999,0.9808318808533105,0.27525451449378124,waterflood
0.8256000000000001,0.9809417633801462,0.2741596231942367,waterflood
0.8260000000000001,0.9810512085518658,0.27306773519262606,waterflood
0.8264,0.9811602175683002,0.27197884305383013,waterflood
0.8268,0.9812687916263089,0.27089293935637215,waterflood
0.8271999999999999,0.9813769319197854,0.26981001669173565,waterflood
0.8276000000000001,0.9814846396396623,0.268730067663455,waterflood
0.8280000000000001,0.9815919159739162,0.2676530848900711,waterflood
0.8284,0.9816987621075743,0.2665790610037675,waterflood
0.8288,0.9818051792227193,0.2655079886492331,waterflood
0.8291999999999999,0.9819111684984937,0.2644398604838898,waterflood
0.8296000000000001,0.9820167311111067,0.2633746691808483,waterflood
0.8300000000000001,0.9821218682338384,0.2623124074248153,waterflood
0.8304,0.9822265810370464,0.26125306791414005,waterflood
0.8308,0.9823308706881696,0.2601966433610414,waterflood
0.8311999999999999,0.9824347383517352,0.2591431264918356,waterflood
0.8316000000000001,0.9825381851893632,0.2580925100457989,waterflood
0.8320000000000001,0.9826412123597719,0.25704478677471343,waterflood
0.8324,0.982743821018783,0.25599994944604987,waterflood
0.8328,0.9828460123193287,0.2549579908393298,waterflood
0.8331999999999999,0.9829477874114545,0.2539189037477172,waterflood
0.8336000000000001,0.983049147442327,0.25288268097915534,waterflood
0.8340000000000001,0.9831500935562377,0.25184931535341093,waterflood
0.8344,0.9832506268946095,0.25081879970434784,waterflood
0.8348,0.9833507485960011,0.24979112688060923,waterflood
0.8351999999999999,0.9834504597961141,0.24876628974448067,waterflood
0.8356000000000001,0.9835497616277966,0.24774428116938907,waterflood
0.8360000000000001,0.9836486552210496,0.2467250940451322,waterflood
0.8364,0.9837471417030326,0.24570872127378607,waterflood
0.8368,0.9838452221980685,0.24469515577106904,waterflood
0.8371999999999999,0.9839428978276494,0.24368439046770618,waterflood
0.8376000000000001,0.9840401697104427,0.24267641830715547,waterflood
0.8380000000000001,0.9841370389622951,0.24167123224515308,waterflood
